id,course_student_id,quiz,response,user_id,created_at,updated_at,sort,name,student_id,moodle_url,course_id,min,max,scaled,course_name,date_at,consumer_key
56,1316,52,,283,2019-08-13 10:03:00,2019-08-14 10:03:00,1,2020_中学_1年_数学_Benesse模試1回,1316,https://sk.let.media.kyoto-u.ac.jp/moodle/mod/lti/service.php,255,0,100,0.52,2020年度数学[中1]B組,,
57,1317,65,,283,2019-08-14 10:03:00,2019-08-15 10:03:00,1,2020_中学_1年_数学_Benesse模試1回,1317,https://sk.let.media.kyoto-u.ac.jp/moodle/mod/lti/service.php,255,0,100,0.65,2020年度数学[中1]B組,,
58,1318,86,,283,2019-08-15 10:03:00,2019-08-16 10:03:00,1,2020_中学_1年_数学_Benesse模試1回,1318,https://sk.let.media.kyoto-u.ac.jp/moodle/mod/lti/service.php,255,0,100,0.86,2020年度数学[中1]B組,,
59,1319,57,,283,2019-08-16 10:03:00,2019-08-17 10:03:00,1,2020_中学_1年_数学_Benesse模試1回,1319,https://sk.let.media.kyoto-u.ac.jp/moodle/mod/lti/service.php,255,0,100,0.57,2020年度数学[中1]B組,,
60,1320,67,,283,2019-08-17 10:03:00,2019-08-18 10:03:00,1,2020_中学_1年_数学_Benesse模試1回,1320,https://sk.let.media.kyoto-u.ac.jp/moodle/mod/lti/service.php,255,0,100,0.67,2020年度数学[中1]B組,,
61,1321,51,,283,2019-08-18 10:03:00,2019-08-19 10:03:00,1,2020_中学_1年_数学_Benesse模試1回,1321,https://sk.let.media.kyoto-u.ac.jp/moodle/mod/lti/service.php,255,0,100,0.51,2020年度数学[中1]B組,,
62,1322,53,,283,2019-08-19 10:03:00,2019-08-20 10:03:00,1,2020_中学_1年_数学_Benesse模試1回,1322,https://sk.let.media.kyoto-u.ac.jp/moodle/mod/lti/service.php,255,0,100,0.53,2020年度数学[中1]B組,,
63,1323,83,,283,2019-08-20 10:03:00,2019-08-21 10:03:00,1,2020_中学_1年_数学_Benesse模試1回,1323,https://sk.let.media.kyoto-u.ac.jp/moodle/mod/lti/service.php,255,0,100,0.83,2020年度数学[中1]B組,,
64,1324,68,,283,2019-08-21 10:03:00,2019-08-22 10:03:00,1,2020_中学_1年_数学_Benesse模試1回,1324,https://sk.let.media.kyoto-u.ac.jp/moodle/mod/lti/service.php,255,0,100,0.68,2020年度数学[中1]B組,,
65,1325,57,,283,2019-08-22 10:03:00,2019-08-23 10:03:00,1,2020_中学_1年_数学_Benesse模試1回,1325,https://sk.let.media.kyoto-u.ac.jp/moodle/mod/lti/service.php,255,0,100,0.57,2020年度数学[中1]B組,,
66,1326,69,,283,2019-08-23 10:03:00,2019-08-24 10:03:00,1,2020_中学_1年_数学_Benesse模試1回,1326,https://sk.let.media.kyoto-u.ac.jp/moodle/mod/lti/service.php,255,0,100,0.69,2020年度数学[中1]B組,,
67,1327,62,,283,2019-08-24 10:03:00,2019-08-25 10:03:00,1,2020_中学_1年_数学_Benesse模試1回,1327,https://sk.let.media.kyoto-u.ac.jp/moodle/mod/lti/service.php,255,0,100,0.62,2020年度数学[中1]B組,,
68,1328,65,,283,2019-08-25 10:03:00,2019-08-26 10:03:00,1,2020_中学_1年_数学_Benesse模試1回,1328,https://sk.let.media.kyoto-u.ac.jp/moodle/mod/lti/service.php,255,0,100,0.65,2020年度数学[中1]B組,,
69,1329,77,,283,2019-08-26 10:03:00,2019-08-27 10:03:00,1,2020_中学_1年_数学_Benesse模試1回,1329,https://sk.let.media.kyoto-u.ac.jp/moodle/mod/lti/service.php,255,0,100,0.77,2020年度数学[中1]B組,,
70,1330,88,,283,2019-08-27 10:03:00,2019-08-28 10:03:00,1,2020_中学_1年_数学_Benesse模試1回,1330,https://sk.let.media.kyoto-u.ac.jp/moodle/mod/lti/service.php,255,0,100,0.88,2020年度数学[中1]B組,,
71,1331,79,,283,2019-08-28 10:03:00,2019-08-29 10:03:00,1,2020_中学_1年_数学_Benesse模試1回,1331,https://sk.let.media.kyoto-u.ac.jp/moodle/mod/lti/service.php,255,0,100,0.79,2020年度数学[中1]B組,,
72,1332,56,,283,2019-08-29 10:03:00,2019-08-30 10:03:00,1,2020_中学_1年_数学_Benesse模試1回,1332,https://sk.let.media.kyoto-u.ac.jp/moodle/mod/lti/service.php,255,0,100,0.56,2020年度数学[中1]B組,,
73,1333,68,,283,2019-08-30 10:03:00,2019-08-31 10:03:00,1,2020_中学_1年_数学_Benesse模試1回,1333,https://sk.let.media.kyoto-u.ac.jp/moodle/mod/lti/service.php,255,0,100,0.68,2020年度数学[中1]B組,,
74,1334,60,,283,2019-08-31 10:03:00,2019-09-01 10:03:00,1,2020_中学_1年_数学_Benesse模試1回,1334,https://sk.let.media.kyoto-u.ac.jp/moodle/mod/lti/service.php,255,0,100,0.6,2020年度数学[中1]B組,,
75,1335,58,,283,2019-09-01 10:03:00,2019-09-02 10:03:00,1,2020_中学_1年_数学_Benesse模試1回,1335,https://sk.let.media.kyoto-u.ac.jp/moodle/mod/lti/service.php,255,0,100,0.58,2020年度数学[中1]B組,,
76,1336,68,,283,2019-09-02 10:03:00,2019-09-03 10:03:00,1,2020_中学_1年_数学_Benesse模試1回,1336,https://sk.let.media.kyoto-u.ac.jp/moodle/mod/lti/service.php,255,0,100,0.68,2020年度数学[中1]B組,,
77,1337,47,,283,2019-09-03 10:03:00,2019-09-04 10:03:00,1,2020_中学_1年_数学_Benesse模試1回,1337,https://sk.let.media.kyoto-u.ac.jp/moodle/mod/lti/service.php,255,0,100,0.47,2020年度数学[中1]B組,,
78,1338,73,,283,2019-09-04 10:03:00,2019-09-05 10:03:00,1,2020_中学_1年_数学_Benesse模試1回,1338,https://sk.let.media.kyoto-u.ac.jp/moodle/mod/lti/service.php,255,0,100,0.73,2020年度数学[中1]B組,,
79,1339,54,,283,2019-09-05 10:03:00,2019-09-06 10:03:00,1,2020_中学_1年_数学_Benesse模試1回,1339,https://sk.let.media.kyoto-u.ac.jp/moodle/mod/lti/service.php,255,0,100,0.54,2020年度数学[中1]B組,,
80,1340,41,,283,2019-09-06 10:03:00,2019-09-07 10:03:00,1,2020_中学_1年_数学_Benesse模試1回,1340,https://sk.let.media.kyoto-u.ac.jp/moodle/mod/lti/service.php,255,0,100,0.41,2020年度数学[中1]B組,,
81,1341,62,,283,2019-09-07 10:03:00,2019-09-08 10:03:00,1,2020_中学_1年_数学_Benesse模試1回,1341,https://sk.let.media.kyoto-u.ac.jp/moodle/mod/lti/service.php,256,0,100,0.62,2020年度数学[中1]C組,,
82,1342,76,,283,2019-09-08 10:03:00,2019-09-09 10:03:00,1,2020_中学_1年_数学_Benesse模試1回,1342,https://sk.let.media.kyoto-u.ac.jp/moodle/mod/lti/service.php,256,0,100,0.76,2020年度数学[中1]C組,,
83,1343,78,,283,2019-09-09 10:03:00,2019-09-10 10:03:00,1,2020_中学_1年_数学_Benesse模試1回,1343,https://sk.let.media.kyoto-u.ac.jp/moodle/mod/lti/service.php,256,0,100,0.78,2020年度数学[中1]C組,,
84,1344,60,,283,2019-09-10 10:03:00,2019-09-11 10:03:00,1,2020_中学_1年_数学_Benesse模試1回,1344,https://sk.let.media.kyoto-u.ac.jp/moodle/mod/lti/service.php,256,0,100,0.6,2020年度数学[中1]C組,,
85,1345,51,,283,2019-09-11 10:03:00,2019-09-12 10:03:00,1,2020_中学_1年_数学_Benesse模試1回,1345,https://sk.let.media.kyoto-u.ac.jp/moodle/mod/lti/service.php,256,0,100,0.51,2020年度数学[中1]C組,,
86,1346,70,,283,2019-09-12 10:03:00,2019-09-13 10:03:00,1,2020_中学_1年_数学_Benesse模試1回,1346,https://sk.let.media.kyoto-u.ac.jp/moodle/mod/lti/service.php,256,0,100,0.7,2020年度数学[中1]C組,,
87,1347,70,,283,2019-09-13 10:03:00,2019-09-14 10:03:00,1,2020_中学_1年_数学_Benesse模試1回,1347,https://sk.let.media.kyoto-u.ac.jp/moodle/mod/lti/service.php,256,0,100,0.7,2020年度数学[中1]C組,,
88,1348,69,,283,2019-09-14 10:03:00,2019-09-15 10:03:00,1,2020_中学_1年_数学_Benesse模試1回,1348,https://sk.let.media.kyoto-u.ac.jp/moodle/mod/lti/service.php,256,0,100,0.69,2020年度数学[中1]C組,,
89,1349,56,,283,2019-09-15 10:03:00,2019-09-16 10:03:00,1,2020_中学_1年_数学_Benesse模試1回,1349,https://sk.let.media.kyoto-u.ac.jp/moodle/mod/lti/service.php,256,0,100,0.56,2020年度数学[中1]C組,,
