student_no,raw_score,exam_round,year,grade,subject,student_id
2430223,66.0,1,2021,中1,英語,1727
2430240,52.0,1,2021,中1,英語,1729
2430266,66.0,1,2021,中1,英語,1731
2430274,61.0,1,2021,中1,英語,1732
2430282,82.0,1,2021,中1,英語,1733
2430312,63.0,1,2021,中1,英語,1736
2430363,82.0,1,2021,中1,英語,1741
2430371,91.0,1,2021,中1,英語,1742
2430380,88.0,1,2021,中1,英語,1743
2430428,84.0,1,2021,中1,英語,1747
2430452,65.0,1,2021,中1,英語,1750
2430479,84.0,1,2021,中1,英語,1752
2430487,92.0,1,2021,中1,英語,1753
2430533,91.0,1,2021,中1,英語,1758
2430550,90.0,1,2021,中1,英語,1760
2430576,73.0,1,2021,中1,英語,1762
2430592,94.0,1,2021,中1,英語,1764
2430711,64.0,1,2021,中1,英語,1776
2430231,100.0,1,2021,中1,英語,1728
2430770,100.0,1,2021,中1,英語,1782
2430789,70.0,1,2021,中1,英語,1783
2430819,67.0,1,2021,中1,英語,1786
2430835,78.0,1,2021,中1,英語,1788
2430908,59.0,1,2021,中1,英語,1795
2430932,83.0,1,2021,中1,英語,1798
2430967,57.0,1,2021,中1,英語,1801
2430991,94.0,1,2021,中1,英語,1804
2431017,98.0,1,2021,中1,英語,1806
2431068,62.0,1,2021,中1,英語,1811
2431076,84.0,1,2021,中1,英語,1812
2431106,91.0,1,2021,中1,英語,1815
2431149,64.0,1,2021,中1,英語,1819
2431173,79.0,1,2021,中1,英語,1822
2431203,60.0,1,2021,中1,英語,1825
2430010,83.0,1,2021,中1,英語,1706
2430029,86.0,1,2021,中1,英語,1707
2430053,75.0,1,2021,中1,英語,1710
2430061,68.0,1,2021,中1,英語,1711
2430070,70.0,1,2021,中1,英語,1712
2430118,69.0,1,2021,中1,英語,1716
2430126,61.0,1,2021,中1,英語,1717
2430193,98.0,1,2021,中1,英語,1724
2430207,66.0,1,2021,中1,英語,1725
2430215,71.0,1,2021,中1,英語,1726
2430258,74.0,1,2021,中1,英語,1730
2430347,96.0,1,2021,中1,英語,1739
2430355,95.0,1,2021,中1,英語,1740
2430410,76.0,1,2021,中1,英語,1746
2430509,86.0,1,2021,中1,英語,1755
2430517,57.0,1,2021,中1,英語,1756
2430568,82.0,1,2021,中1,英語,1761
2430657,88.0,1,2021,中1,英語,1770
2430665,73.0,1,2021,中1,英語,1771
2430673,69.0,1,2021,中1,英語,1772
2430681,86.0,1,2021,中1,英語,1773
2430720,57.0,1,2021,中1,英語,1777
2430738,71.0,1,2021,中1,英語,1778
2430746,57.0,1,2021,中1,英語,1779
2430754,66.0,1,2021,中1,英語,1780
2430800,62.0,1,2021,中1,英語,1785
2430860,91.0,1,2021,中1,英語,1791
2430878,70.0,1,2021,中1,英語,1792
2430916,75.0,1,2021,中1,英語,1796
2430924,79.0,1,2021,中1,英語,1797
2430940,62.0,1,2021,中1,英語,1799
2430959,86.0,1,2021,中1,英語,1800
2430975,92.0,1,2021,中1,英語,1802
2430983,84.0,1,2021,中1,英語,1803
2431009,59.0,1,2021,中1,英語,1805
2431041,84.0,1,2021,中1,英語,1809
2431084,95.0,1,2021,中1,英語,1813
2431130,87.0,1,2021,中1,英語,1818
2431157,75.0,1,2021,中1,英語,1820
2431190,70.0,1,2021,中1,英語,1824
2430045,77.0,2,2021,中1,英語,1709
2430088,90.0,2,2021,中1,英語,1713
2430142,93.0,2,2021,中1,英語,1719
2430150,97.0,2,2021,中1,英語,1720
2430185,92.0,2,2021,中1,英語,1723
2430290,89.0,2,2021,中1,英語,1734
2430304,98.0,2,2021,中1,英語,1735
2430320,91.0,2,2021,中1,英語,1737
2430339,90.0,2,2021,中1,英語,1738
2430398,90.0,2,2021,中1,英語,1744
2430401,87.0,2,2021,中1,英語,1745
2430436,97.0,2,2021,中1,英語,1748
2430444,89.0,2,2021,中1,英語,1749
2430460,82.0,2,2021,中1,英語,1751
2430495,87.0,2,2021,中1,英語,1754
2430525,100.0,2,2021,中1,英語,1757
2430541,83.0,2,2021,中1,英語,1759
2430584,76.0,2,2021,中1,英語,1763
2430606,78.0,2,2021,中1,英語,1765
2430614,89.0,2,2021,中1,英語,1766
2430622,84.0,2,2021,中1,英語,1767
2430630,99.0,2,2021,中1,英語,1768
2430649,79.0,2,2021,中1,英語,1769
2430894,94.0,2,2021,中1,英語,1794
2430690,82.0,2,2021,中1,英語,1774
2430703,65.0,2,2021,中1,英語,1775
2430762,94.0,2,2021,中1,英語,1781
2430797,83.0,2,2021,中1,英語,1784
2430827,91.0,2,2021,中1,英語,1787
2430843,85.0,2,2021,中1,英語,1789
2430851,94.0,2,2021,中1,英語,1790
2430886,70.0,2,2021,中1,英語,1793
2431025,79.0,2,2021,中1,英語,1807
2431033,94.0,2,2021,中1,英語,1808
2431050,94.0,2,2021,中1,英語,1810
2431092,86.0,2,2021,中1,英語,1814
2431114,87.0,2,2021,中1,英語,1816
2431122,100.0,2,2021,中1,英語,1817
2431165,91.0,2,2021,中1,英語,1821
2431181,92.0,2,2021,中1,英語,1823
2430037,81.0,2,2021,中1,英語,1708
2430096,92.0,2,2021,中1,英語,1714
2430100,97.0,2,2021,中1,英語,1715
2430134,81.0,2,2021,中1,英語,1718
2430169,99.0,2,2021,中1,英語,1721
2430177,94.0,2,2021,中1,英語,1722
2430223,92.0,2,2021,中1,英語,1727
2430240,70.0,2,2021,中1,英語,1729
2430266,84.0,2,2021,中1,英語,1731
2430274,85.0,2,2021,中1,英語,1732
2430282,98.0,2,2021,中1,英語,1733
2430312,85.0,2,2021,中1,英語,1736
2430363,88.0,2,2021,中1,英語,1741
2430371,86.0,2,2021,中1,英語,1742
2430380,99.0,2,2021,中1,英語,1743
2430428,98.0,2,2021,中1,英語,1747
2430452,86.0,2,2021,中1,英語,1750
2430479,94.0,2,2021,中1,英語,1752
2430487,56.0,2,2021,中1,英語,1753
2430533,96.0,2,2021,中1,英語,1758
2430550,95.0,2,2021,中1,英語,1760
2430576,90.0,2,2021,中1,英語,1762
2430592,99.0,2,2021,中1,英語,1764
2430711,34.0,2,2021,中1,英語,1776
2430231,96.0,2,2021,中1,英語,1728
2430770,99.0,2,2021,中1,英語,1782
2430789,88.0,2,2021,中1,英語,1783
2430819,87.0,2,2021,中1,英語,1786
2430835,88.0,2,2021,中1,英語,1788
2430908,91.0,2,2021,中1,英語,1795
2430932,98.0,2,2021,中1,英語,1798
2430967,83.0,2,2021,中1,英語,1801
2430991,96.0,2,2021,中1,英語,1804
2431017,100.0,2,2021,中1,英語,1806
2431068,87.0,2,2021,中1,英語,1811
2431076,95.0,2,2021,中1,英語,1812
2431106,89.0,2,2021,中1,英語,1815
2431149,92.0,2,2021,中1,英語,1819
2431173,88.0,2,2021,中1,英語,1822
2431203,83.0,2,2021,中1,英語,1825
2430010,98.0,2,2021,中1,英語,1706
2430029,97.0,2,2021,中1,英語,1707
2430053,77.0,2,2021,中1,英語,1710
2430061,93.0,2,2021,中1,英語,1711
2430070,86.0,2,2021,中1,英語,1712
2430118,93.0,2,2021,中1,英語,1716
2430126,81.0,2,2021,中1,英語,1717
2430193,100.0,2,2021,中1,英語,1724
2430207,95.0,2,2021,中1,英語,1725
2430215,85.0,2,2021,中1,英語,1726
2430258,81.0,2,2021,中1,英語,1730
2430347,94.0,2,2021,中1,英語,1739
2430355,98.0,2,2021,中1,英語,1740
2430410,89.0,2,2021,中1,英語,1746
2430509,91.0,2,2021,中1,英語,1755
2430517,79.0,2,2021,中1,英語,1756
2430568,90.0,2,2021,中1,英語,1761
2430657,98.0,2,2021,中1,英語,1770
2430665,91.0,2,2021,中1,英語,1771
2430673,81.0,2,2021,中1,英語,1772
2430681,88.0,2,2021,中1,英語,1773
2430720,80.0,2,2021,中1,英語,1777
2430738,91.0,2,2021,中1,英語,1778
2430746,84.0,2,2021,中1,英語,1779
2430754,,2,2021,中1,英語,1780
2430800,94.0,2,2021,中1,英語,1785
2430860,95.0,2,2021,中1,英語,1791
2430878,59.0,2,2021,中1,英語,1792
2430916,94.0,2,2021,中1,英語,1796
2430924,83.0,2,2021,中1,英語,1797
2430940,83.0,2,2021,中1,英語,1799
2430959,90.0,2,2021,中1,英語,1800
2430975,81.0,2,2021,中1,英語,1802
2430983,92.0,2,2021,中1,英語,1803
2431009,62.0,2,2021,中1,英語,1805
2431041,99.0,2,2021,中1,英語,1809
2431084,98.0,2,2021,中1,英語,1813
2431130,90.0,2,2021,中1,英語,1818
2431157,91.0,2,2021,中1,英語,1820
2431190,67.0,2,2021,中1,英語,1824
