student_id,scaled,course_name,name,exam_round,year,grade,raw_score,subject,student_no,time_label
2219,,,,1,2023,中2,76.0,数学,2531038.0,2023年度 中2 第1回
2255,,,,1,2023,中2,59.0,数学,2531046.0,2023年度 中2 第1回
2257,,,,1,2023,中2,86.0,数学,2531089.0,2023年度 中2 第1回
2259,,,,1,2023,中2,97.0,数学,2531135.0,2023年度 中2 第1回
2260,,,,1,2023,中2,74.0,数学,2531143.0,2023年度 中2 第1回
2222,,,,1,2023,中2,71.0,数学,2531178.0,2023年度 中2 第1回
2224,,,,2,2023,中2,65.0,数学,2530040.0,2023年度 中2 第2回
2228,,,,2,2023,中2,53.0,数学,2530139.0,2023年度 中2 第2回
2188,,,,2,2023,中2,66.0,数学,2530244.0,2023年度 中2 第2回
2191,,,,2,2023,中2,55.0,数学,2530279.0,2023年度 中2 第2回
2233,,,,2,2023,中2,67.0,数学,2530350.0,2023年度 中2 第2回
2201,,,,2,2023,中2,66.0,数学,2530490.0,2023年度 中2 第2回
2203,,,,2,2023,中2,69.0,数学,2530520.0,2023年度 中2 第2回
2204,,,,2,2023,中2,88.0,数学,2530554.0,2023年度 中2 第2回
2205,,,,2,2023,中2,76.0,数学,2530562.0,2023年度 中2 第2回
2206,,,,2,2023,中2,61.0,数学,2530589.0,2023年度 中2 第2回
2208,,,,2,2023,中2,73.0,数学,2530600.0,2023年度 中2 第2回
2239,,,,2,2023,中2,77.0,数学,2530619.0,2023年度 中2 第2回
2240,,,,2,2023,中2,52.0,数学,2530635.0,2023年度 中2 第2回
2241,,,,2,2023,中2,35.0,数学,2530643.0,2023年度 中2 第2回
2210,,,,2,2023,中2,50.0,数学,2530759.0,2023年度 中2 第2回
2243,,,,2,2023,中2,69.0,数学,2530724.0,2023年度 中2 第2回
2212,,,,2,2023,中2,72.0,数学,2530767.0,2023年度 中2 第2回
2245,,,,2,2023,中2,57.0,数学,2530783.0,2023年度 中2 第2回
2246,,,,2,2023,中2,45.0,数学,2530805.0,2023年度 中2 第2回
2251,,,,2,2023,中2,62.0,数学,2530902.0,2023年度 中2 第2回
2252,,,,2,2023,中2,49.0,数学,2530910.0,2023年度 中2 第2回
2216,,,,2,2023,中2,75.0,数学,2530929.0,2023年度 中2 第2回
2217,,,,2,2023,中2,58.0,数学,2530988.0,2023年度 中2 第2回
2218,,,,2,2023,中2,66.0,数学,2531011.0,2023年度 中2 第2回
2261,,,,2,2023,中2,57.0,数学,2531194.0,2023年度 中2 第2回
2223,,,,2,2023,中2,60.0,数学,2530015.0,2023年度 中2 第2回
2184,,,,2,2023,中2,55.0,数学,2530058.0,2023年度 中2 第2回
2226,,,,2,2023,中2,65.0,数学,2530090.0,2023年度 中2 第2回
2229,,,,2,2023,中2,81.0,数学,2530147.0,2023年度 中2 第2回
2230,,,,2,2023,中2,77.0,数学,2530163.0,2023年度 中2 第2回
2186,,,,2,2023,中2,82.0,数学,2530180.0,2023年度 中2 第2回
2189,,,,2,2023,中2,63.0,数学,2530236.0,2023年度 中2 第2回
2190,,,,2,2023,中2,76.0,数学,2530252.0,2023年度 中2 第2回
2194,,,,2,2023,中2,65.0,数学,2530325.0,2023年度 中2 第2回
2195,,,,2,2023,中2,44.0,数学,2530341.0,2023年度 中2 第2回
2198,,,,2,2023,中2,67.0,数学,2530430.0,2023年度 中2 第2回
2235,,,,2,2023,中2,50.0,数学,2530449.0,2023年度 中2 第2回
2199,,,,2,2023,中2,46.0,数学,2530465.0,2023年度 中2 第2回
2200,,,,2,2023,中2,79.0,数学,2530473.0,2023年度 中2 第2回
2237,,,,2,2023,中2,46.0,数学,2530538.0,2023年度 中2 第2回
2238,,,,2,2023,中2,55.0,数学,2530546.0,2023年度 中2 第2回
2207,,,,2,2023,中2,51.0,数学,2530597.0,2023年度 中2 第2回
