student_no,raw_score,exam_round,year,grade,subject,student_id
2530988,64.0,2,2024,中3,数学,2217
2531011,66.0,2,2024,中3,数学,2218
2531119,77.0,2,2024,中3,数学,2177
2531100,56.0,2,2024,中3,数学,2179
2531127,79.0,2,2024,中3,数学,2258
2531143,69.0,2,2024,中3,数学,2260
2530015,62.0,2,2024,中3,数学,2223
2530031,89.0,2,2024,中3,数学,2183
2530040,71.0,2,2024,中3,数学,2224
2530058,63.0,2,2024,中3,数学,2184
2530066,41.0,2,2024,中3,数学,2144
2530090,54.0,2,2024,中3,数学,2226
2530104,69.0,2,2024,中3,数学,2227
2530112,68.0,2,2024,中3,数学,2146
2530147,72.0,2,2024,中3,数学,2229
2530155,90.0,2,2024,中3,数学,2147
2530180,71.0,2,2024,中3,数学,2186
2530244,61.0,2,2024,中3,数学,2188
2530228,85.0,2,2024,中3,数学,2149
2530287,85.0,2,2024,中3,数学,2151
2530309,59.0,2,2024,中3,数学,2193
2530333,74.0,2,2024,中3,数学,2153
2530376,55.0,2,2024,中3,数学,2154
2530465,57.0,2,2024,中3,数学,2199
2530481,56.0,2,2024,中3,数学,2236
2530503,48.0,2,2024,中3,数学,2159
2530538,69.0,2,2024,中3,数学,2237
2530589,64.0,2,2024,中3,数学,2206
2530600,77.0,2,2024,中3,数学,2208
2530643,54.0,2,2024,中3,数学,2241
2530651,75.0,2,2024,中3,数学,2161
2530694,66.0,2,2024,中3,数学,2242
2530759,60.0,2,2024,中3,数学,2210
2530740,83.0,2,2024,中3,数学,2244
2530775,76.0,2,2024,中3,数学,2213
2530783,64.0,2,2024,中3,数学,2245
2530805,57.0,2,2024,中3,数学,2246
2530821,75.0,2,2024,中3,数学,2169
2530848,82.0,2,2024,中3,数学,2247
2530910,66.0,2,2024,中3,数学,2252
2530937,67.0,2,2024,中3,数学,2171
2531038,50.0,2,2024,中3,数学,2219
2531054,71.0,2,2024,中3,数学,2256
2531062,37.0,2,2024,中3,数学,2220
2531135,82.0,2,2024,中3,数学,2259
2531194,69.0,2,2024,中3,数学,2261
2530023,80.0,2,2024,中3,数学,2143
2530120,95.0,2,2024,中3,数学,2185
2530139,77.0,2,2024,中3,数学,2228
2530201,85.0,2,2024,中3,数学,2232
2530295,56.0,2,2024,中3,数学,2192
2530317,59.0,2,2024,中3,数学,2152
2530325,61.0,2,2024,中3,数学,2194
2530341,67.0,2,2024,中3,数学,2195
2530406,80.0,2,2024,中3,数学,2197
2530414,61.0,2,2024,中3,数学,2234
2530473,72.0,2,2024,中3,数学,2200
2530520,54.0,2,2024,中3,数学,2203
2530554,74.0,2,2024,中3,数学,2204
2530597,49.0,2,2024,中3,数学,2207
2530619,79.0,2,2024,中3,数学,2239
2530627,82.0,2,2024,中3,数学,2209
2530635,58.0,2,2024,中3,数学,2240
2530708,56.0,2,2024,中3,数学,2165
2530716,78.0,2,2024,中3,数学,2211
2530732,83.0,2,2024,中3,数学,2166
2530767,70.0,2,2024,中3,数学,2212
2530856,69.0,2,2024,中3,数学,2248
2530864,94.0,2,2024,中3,数学,2249
2530902,78.0,2,2024,中3,数学,2251
2530929,67.0,2,2024,中3,数学,2216
2530953,69.0,2,2024,中3,数学,2172
2530961,84.0,2,2024,中3,数学,2173
2530970,79.0,2,2024,中3,数学,2174
2530996,86.0,2,2024,中3,数学,2254
2531003,66.0,2,2024,中3,数学,2175
2531020,53.0,2,2024,中3,数学,2176
2531046,49.0,2,2024,中3,数学,2255
2531070,74.0,2,2024,中3,数学,2221
2531089,53.0,2,2024,中3,数学,2257
2531097,53.0,2,2024,中3,数学,2178
2531151,87.0,2,2024,中3,数学,2180
2531160,82.0,2,2024,中3,数学,2181
2531178,76.0,2,2024,中3,数学,2222
2531186,89.0,2,2024,中3,数学,2182
